318	of the
260	you know
244	i mean
238	department of
233	oregon department
232	the oregon
164	it was
122	is the
119	i don't
119	to other
118	of justice
116	agencies without
116	the property
116	this document
116	shall not
116	without the
116	persons or
116	the express
116	or agencies
115	document is
115	property of
115	express consent
115	other persons
114	consent of
114	of justice.
114	distributed to
114	be distributed
114	justice and
114	not be
113	and shall
109	i was
104	and i
104	2013 page
101	manhas sonia
99	kmetic: manhas
94	31, 2013
94	july 31,
87	in the
83	manhas kmetic:
77	manhas wells
76	kind of
76	wells manhas
70	transcript of
69	i think
69	of interview
68	i- i
68	this is
65	sonia transcript
63	justice. manhas
62	interview july
59	that i
56	of 60
55	trying to
52	that you
52	and so
50	want to
48	that was
47	do you
46	but i
44	interview transcript
44	wells: okay.
44	sonia interview
43	don't know
43	was a
42	okay. manhas:
42	to be
42	the work
41	on the
39	that we
39	so i
39	to the
38	manhas: kmetic:
37	transcript july
37	we were
36	i know
36	he was
36	manhas: wells:
36	mean i
34	kmetic: manhas:
34	did you
34	i just
34	to do
33	i mean,
33	a lot
32	for the
32	i'm not
32	i have
31	is that
31	and it
31	the- the
30	and- and
30	going to
30	about the
30	manhas: i
30	you know,
29	i can
29	know what
29	i didn't
28	of 46
28	with the
28	i can't
27	manhas: yeah.
26	1- i
26	you guys
26	.. manhas:
26	lot of
26	if you
26	i had
26	manhas: yeah,
26	know i
25	and you
25	you have
25	yeah, i
25	wells: manhas
25	was the
25	there's a
25	and the
24	i said
24	have a
24	i did
23	and that
23	part of
23	like i
23	. .
23	yeah. wells:
23	it and
22	one of
22	to get
22	manhas wells:
22	me to
22	there was
21	what i
21	you were
21	me and
21	have to
20	to me
20	back to
20	because i
20	wells: i
20	wells: okay,
20	you can
20	is there
20	that is
19	.. kmetic:
19	no, i
19	know if
19	and um
19	i want
18	the whole
18	it wasn't
18	wanted to
18	at the
18	some of
18	tell you
18	a little
18	know that
18	i-- i
18	the department
17	manhas kmetic
17	manhas 2
17	to understand
17	it's a
17	mckanna: kmetic:
17	to make
17	60 kmetic:
17	was in
17	they were
17	at that
16	you want
16	when i
16	have been
16	that she
16	but it
16	and i-
16	from the
16	wells: so
16	the health
16	the first
16	that- that
16	what you
16	in terms
16	of this
16	went to
16	manhas: no,
16	and then
16	the same
15	.. wells:
15	that he
15	would be
15	the- the-
15	need to
15	feel like
15	kmetic: mckanna:
15	know, i
15	about it
15	know the
15	and that's
15	a couple
15	i would
15	yeah, yeah,
15	kmetic: okay.
15	was going
15	in a
15	i guess
15	would have
15	mckanna: manhas
15	to say
15	no i
14	make sure
14	are you
14	out of
14	okay. i
14	for me
14	this was
14	wells: manhas:
14	end of
14	manhas: no.
14	so you
14	she was
14	you think
14	okay, so
14	terms of
14	that they
14	the email
14	didn't know
14	had a
13	wells kmetic:
13	that to
13	know how
13	mckanna: wells
13	and she
13	um, i
13	and i'm
13	i really
13	that's why
13	not gonna
13	let me
13	you to
13	look at
13	kmetic manhas
13	don't want
13	kmetic: i
13	for a
13	to go
13	what is
13	i'm trying
13	work and
13	you're gonna
13	um, but
13	that kind
13	was trying
13	. wells:
12	that that
12	manhas: okay.
12	that this
12	mean it
12	like the
12	i'm gonna
12	i manhas:
12	talk about
12	was gonna
12	on my
12	yeah, yeah.
12	yeah. kmetic:
12	i've been
12	so it
12	think that
12	that's what
12	sort of
12	on that
12	of a
12	what the
12	were you
12	i'm just
11	him to
11	no, no,
11	that i'm
11	was it
11	but i'm
11	i. ..
11	know this
11	gonna be
11	to tell
11	don't know,
11	so. ..
11	in this
11	it is
11	i kmetic:
11	i understand
11	say that
11	able to
11	how did
11	we have
11	manhas mckanna:
11	i- i-
