232	the oregon department
232	oregon department of
230	of the oregon
118	department of justice
116	without the express
116	agencies without the
116	or agencies without
116	persons or agencies
115	is the property
115	the property of
115	other persons or
115	this document is
115	the express consent
115	document is the
115	property of the
114	express consent of
114	consent of the
114	department of justice.
114	to other persons
114	not be distributed
114	shall not be
113	be distributed to
113	distributed to other
113	and shall not
113	justice and shall
112	of justice and
94	july 31, 2013
89	31, 2013 page
67	transcript of interview
65	sonia transcript of
63	justice. manhas sonia
63	of justice. manhas
62	of interview july
59	interview july 31,
57	manhas kmetic: manhas
56	manhas sonia transcript
55	kmetic: manhas kmetic:
46	manhas wells manhas
44	sonia interview transcript
44	manhas sonia interview
40	i don't know
36	wells manhas wells
36	interview transcript july
33	i mean i
31	transcript july 31,
25	a lot of
24	you know i
22	kmetic: manhas: kmetic:
21	wells: okay. manhas:
19	and it was
18	and i was
18	it was a
18	that i was
17	of 60 kmetic:
17	manhas: yeah. wells:
15	you know what
15	don't know if
14	manhas kmetic: manhas:
14	manhas: kmetic: manhas:
14	wells: manhas wells
13	manhas wells: manhas
13	in terms of
13	to make sure
13	i'm trying to
13	and you know
13	yeah, i mean
13	i didn't know
12	that kind of
12	and so i
12	one of the
12	manhas kmetic manhas
12	i was trying
12	i mean it
11	i have to
11	i want to
11	in the department
11	manhas: kmetic: manhas
11	i- i don't
11	i don't want
11	i don't know,
10	was trying to
10	you know this
10	i think that
10	kmetic: manhas kmetic
10	don't want to
10	wells manhas 2
10	kmetic: okay. manhas:
10	of 60 wells:
10	the- the- the
10	you know the
10	about it and
9	you want to
9	trying to understand
9	do you know
9	part of the
9	i can't remember
9	there's a lot
9	manhas, sonia transcript
9	you know we
9	just want to
9	wells kmetic: manhas
9	of 46 manhas:
9	this kind of
9	some of the
9	don't know what
9	kmetic: manhas wells
8	kmetic: mckanna: kmetic:
8	kmetic: wells manhas
8	as it relates
8	it relates to
8	that she was
8	of justice. cjd0007-13
8	you know that
8	was going to
8	of 60 manhas:
8	the health department
8	manhas wells kmetic:
8	wells manhas wells:
8	mckanna: kmetic: mckanna:
8	wells manhas kmetic:
8	justice. cjd0007-13 manhas
8	i wanted to
8	that we were
7	you know it's
7	i don't know.
7	60 kmetic: manhas
7	want you to
7	manhas: wells: manhas:
7	i don't think
7	but it was
7	um you know
7	cjd0007-13 manhas sonia
7	the end of
7	did you guys
7	i think the
7	of the work
7	it was like
7	i- i mean
7	wells: okay, so
7	you have a
7	i just want
7	i can't even
7	kmetic manhas kmetic:
7	that you guys
7	and i- i
7	um, you know
7	mckanna: manhas wells
7	i was working
7	end of the
7	no, i mean
7	a little bit
7	i mean i-
7	justice. manhas, sonia
7	know what the
7	mean i don't
7	of justice. manhas,
